[2022-05-13 13:52:19,035] ERROR: hello
[2022-05-31 16:41:26,155] ERROR:     No further results available - stopping execution
[2022-05-31 16:41:29,134] INFO:     Processing #4/19
[2022-05-31 16:41:32,560] INFO:     Processing #8/19
[2022-05-31 16:42:31,917] INFO:     'BdbQuit' object has no attribute 'msg' raised while processing item
[2022-05-31 16:42:31,920] INFO:     'BdbQuit' object has no attribute 'msg' raised while processing item
[2022-05-31 16:42:33,462] INFO:     Processing #12/19
[2022-05-31 16:44:04,077]     INFO: can't re-enter readline raised while processing item
[2022-05-31 16:44:43,898]     ERROR: No further results available - stopping execution
[2022-05-31 16:44:45,937]     ERROR: No further results available - stopping execution
[2022-05-31 16:44:47,370]     INFO: Processing #4/10
[2022-05-31 16:44:48,212]     INFO: Processing #8/10
[2022-05-31 16:44:52,630]     INFO: Processing #4/10
[2022-05-31 16:44:53,879]     INFO: Processing #8/10
[2022-05-31 16:44:59,156]     INFO: Processing #4/10
[2022-05-31 16:45:00,630]     INFO: Processing #8/10
[2022-05-31 16:45:06,683]     INFO: Processing #4/10
[2022-05-31 16:45:08,409]     INFO: Processing #8/10
[2022-05-31 16:45:13,710]     INFO: Processing #4/10
[2022-05-31 16:45:15,049]     INFO: Processing #8/10
[2022-05-31 16:45:19,605]     INFO: Processing #4/10
[2022-05-31 16:45:21,050]     INFO: Processing #8/10
[2022-05-31 16:45:25,097]     INFO: Processing #4/10
[2022-05-31 16:45:26,347]     INFO: Processing #8/10
[2022-05-31 16:45:30,227]     INFO: Processing #4/10
[2022-05-31 16:45:31,625]     INFO: Processing #8/10
[2022-05-31 16:47:36,230]     ERROR No further results available - stopping execution
[2022-05-31 16:47:38,473]     ERROR No further results available - stopping execution
[2022-05-31 16:47:39,948]     INFO Processing #4/19
[2022-05-31 16:47:41,398]     INFO Processing #8/19
[2022-05-31 16:47:42,386]     INFO Processing #12/19
[2022-05-31 16:47:43,346]     INFO Processing #16/19
[2022-05-31 16:47:47,854]     INFO Processing #4/74
[2022-05-31 16:47:49,271]     INFO Processing #8/74
[2022-05-31 16:47:51,086]     INFO Processing #12/74
[2022-05-31 16:47:53,025]     INFO Processing #16/74
[2022-05-31 16:47:54,772]     INFO Processing #20/74
[2022-05-31 16:47:56,001]     INFO Processing #24/74
[2022-05-31 16:47:58,500]     INFO Processing #28/74
[2022-05-31 16:48:00,033]     INFO Processing #32/74
[2022-05-31 16:48:01,523]     INFO Processing #36/74
[2022-05-31 16:48:03,823]     INFO Processing #40/74
[2022-05-31 16:48:05,358]     INFO Processing #44/74
[2022-05-31 16:48:07,036]     INFO Processing #48/74
[2022-05-31 16:48:08,707]     INFO Processing #52/74
[2022-05-31 16:48:10,552]     INFO Processing #56/74
[2022-05-31 16:48:12,153]     INFO Processing #60/74
[2022-05-31 16:48:13,993]     INFO Processing #64/74
[2022-05-31 16:48:15,686]     INFO Processing #68/74
[2022-05-31 16:48:17,487]     INFO Processing #72/74
[2022-05-31 16:48:22,023]     INFO Processing #4/74
[2022-05-31 16:48:23,525]     INFO Processing #8/74
[2022-05-31 16:48:25,800]     INFO Processing #12/74
[2022-05-31 16:48:27,230]     INFO Processing #16/74
[2022-05-31 16:48:29,090]     INFO Processing #20/74
[2022-05-31 16:48:30,858]     INFO Processing #24/74
[2022-05-31 16:48:32,519]     INFO Processing #28/74
[2022-05-31 16:48:35,507]     INFO Processing #32/74
[2022-05-31 16:48:37,029]     INFO Processing #36/74
[2022-05-31 16:48:38,345]     INFO Processing #40/74
[2022-05-31 16:48:40,741]     INFO Processing #44/74
[2022-05-31 16:48:42,231]     INFO Processing #48/74
[2022-05-31 16:48:43,771]     INFO Processing #52/74
[2022-05-31 16:48:46,243]     INFO Processing #56/74
[2022-05-31 16:48:47,626]     INFO Processing #60/74
[2022-05-31 16:48:49,087]     INFO Processing #64/74
[2022-05-31 16:48:51,269]     INFO Processing #68/74
[2022-05-31 16:48:52,776]     INFO Processing #72/74
[2022-05-31 16:48:59,285]     INFO Processing #4/74
[2022-05-31 16:49:00,948]     INFO Processing #8/74
[2022-05-31 16:49:02,837]     INFO Processing #12/74
[2022-05-31 16:49:05,718]     INFO Processing #16/74
[2022-05-31 16:49:07,528]     INFO Processing #20/74
[2022-05-31 16:49:09,934]     INFO Processing #24/74
[2022-05-31 16:49:12,201]     INFO Processing #28/74
[2022-05-31 16:49:14,510]     INFO Processing #32/74
[2022-05-31 16:49:17,128]     INFO Processing #36/74
[2022-05-31 16:49:19,293]     INFO Processing #40/74
[2022-05-31 16:49:21,708]     INFO Processing #44/74
[2022-05-31 16:49:23,967]     INFO Processing #48/74
[2022-05-31 16:49:25,838]     INFO Processing #52/74
[2022-05-31 16:49:28,404]     INFO Processing #56/74
[2022-05-31 16:49:30,416]     INFO Processing #60/74
[2022-05-31 16:49:31,389]     INFO Rotating host
[2022-05-31 16:49:33,056]     INFO Processing #64/74
[2022-05-31 16:49:33,233]     INFO Rotating host
[2022-05-31 16:49:39,136]     INFO Processing #68/74
[2022-05-31 16:49:39,304]     INFO Rotating host
[2022-05-31 16:49:50,471]     INFO Rotating host
[2022-05-31 16:49:53,322]     INFO Rotating host
[2022-05-31 16:49:54,381]     INFO Processing #72/74
[2022-05-31 16:49:56,249]     INFO Rotating host
[2022-05-31 16:49:58,052]     INFO Rotating host
[2022-05-31 16:50:01,214]     INFO Rotating host
[2022-05-31 16:50:01,222]     INFO Rotating host
[2022-05-31 16:50:01,222]     INFO Rotating host
[2022-05-31 16:50:08,185]     INFO Rotating host
[2022-05-31 16:50:08,842]     INFO Rotating host
[2022-05-31 16:50:10,022]     INFO Rotating host
[2022-05-31 16:50:10,022]     INFO 503 raised requesting https://www.amazon.com/s?k=%22technology%22&i=stripbooks&s=daterank&page=4&Adv-Srch-Books-Submit.x=26&Adv-Srch-Books-Submit.y=20&field-datemod=5&field-dateop=During&field-dateyear=2022&unfiltered=1&ref=sr_adv_b raised while processing item
[2022-05-31 16:50:10,023]     INFO 'NoneType' object is not iterable raised while processing item
[2022-05-31 16:50:10,198]     INFO Rotating host
[2022-05-31 16:50:10,772]     INFO Processing #4/74
[2022-05-31 16:50:11,364]     INFO Rotating host
[2022-05-31 16:50:11,859]     INFO Rotating host
[2022-05-31 16:50:12,535]     INFO Rotating host
[2022-05-31 16:50:12,535]     INFO 503 raised requesting https://www.amazon.com/s?k=%22technology%22&i=stripbooks&s=daterank&page=6&Adv-Srch-Books-Submit.x=26&Adv-Srch-Books-Submit.y=20&field-datemod=5&field-dateop=During&field-dateyear=2022&unfiltered=1&ref=sr_adv_b raised while processing item
[2022-05-31 16:50:12,536]     INFO 'NoneType' object is not iterable raised while processing item
[2022-05-31 16:50:12,697]     INFO Rotating host
[2022-05-31 16:50:13,031]     INFO Rotating host
[2022-05-31 16:50:13,216]     INFO Processing #8/74
[2022-05-31 16:50:13,858]     INFO Rotating host
[2022-05-31 16:50:14,523]     INFO Rotating host
[2022-05-31 16:50:15,266]     INFO Rotating host
[2022-05-31 16:50:15,266]     INFO 503 raised requesting https://www.amazon.com/s?k=%22technology%22&i=stripbooks&s=daterank&page=11&Adv-Srch-Books-Submit.x=26&Adv-Srch-Books-Submit.y=20&field-datemod=5&field-dateop=During&field-dateyear=2022&unfiltered=1&ref=sr_adv_b raised while processing item
[2022-05-31 16:50:15,268]     INFO 'NoneType' object is not iterable raised while processing item
[2022-05-31 16:50:15,338]     INFO Rotating host
[2022-05-31 16:50:15,434]     INFO Rotating host
[2022-05-31 16:50:15,692]     INFO Rotating host
[2022-05-31 16:50:17,454]     INFO Processing #12/74
[2022-05-31 16:50:17,454]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,455]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,456]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,456]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,457]     INFO Processing #16/74
[2022-05-31 16:50:17,457]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,457]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,458]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,458]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,459]     INFO Processing #20/74
[2022-05-31 16:50:17,459]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,459]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,460]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,460]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,461]     INFO Processing #24/74
[2022-05-31 16:50:17,461]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,461]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,462]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,462]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,463]     INFO Processing #28/74
[2022-05-31 16:50:17,463]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,464]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,464]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,465]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,465]     INFO Processing #32/74
[2022-05-31 16:50:17,465]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,466]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,466]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,467]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,467]     INFO Processing #36/74
[2022-05-31 16:50:17,467]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,468]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,468]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,469]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,469]     INFO Processing #40/74
[2022-05-31 16:50:17,470]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,470]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,470]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,471]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,472]     INFO Processing #44/74
[2022-05-31 16:50:17,472]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,472]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,473]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,473]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,474]     INFO Processing #48/74
[2022-05-31 16:50:17,474]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,474]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,475]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,475]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,476]     INFO Processing #52/74
[2022-05-31 16:50:17,476]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,476]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,477]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,477]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,478]     INFO Processing #56/74
[2022-05-31 16:50:17,478]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,478]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,479]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,480]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,480]     INFO Processing #60/74
[2022-05-31 16:50:17,480]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,481]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,481]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,482]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,482]     INFO Processing #64/74
[2022-05-31 16:50:17,482]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,483]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,483]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,484]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,484]     INFO Processing #68/74
[2022-05-31 16:50:17,484]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,485]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,485]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,486]     INFO cannot schedule new futures after interpreter shutdown raised while processing item
[2022-05-31 16:50:17,486]     INFO Processing #72/74
[2022-05-31 16:57:30,602]     ERROR No further results available - stopping execution
[2022-05-31 16:57:32,824]     ERROR No further results available - stopping execution
[2022-05-31 16:57:34,801]     INFO Processing #4/19
[2022-05-31 16:57:35,635]     INFO Processing #8/19
[2022-05-31 16:57:36,689]     INFO Processing #12/19
[2022-05-31 16:57:37,955]     INFO Processing #16/19
[2022-05-31 16:57:43,668]     INFO Processing #4/74
[2022-05-31 16:57:45,359]     INFO Processing #8/74
[2022-05-31 16:57:47,132]     INFO Processing #12/74
[2022-05-31 16:57:49,095]     INFO Processing #16/74
[2022-05-31 16:57:50,985]     INFO Processing #20/74
[2022-05-31 16:57:52,467]     INFO Processing #24/74
[2022-05-31 16:57:53,968]     INFO Processing #28/74
[2022-05-31 16:57:56,003]     INFO Processing #32/74
[2022-05-31 16:57:57,646]     INFO Processing #36/74
[2022-05-31 16:57:59,045]     INFO Processing #40/74
[2022-05-31 16:58:01,073]     INFO Processing #44/74
[2022-05-31 16:58:02,863]     INFO Processing #48/74
[2022-05-31 16:58:04,323]     INFO Processing #52/74
[2022-05-31 16:58:06,052]     INFO Processing #56/74
[2022-05-31 16:58:08,197]     INFO Processing #60/74
[2022-05-31 16:58:09,540]     INFO Processing #64/74
[2022-05-31 16:58:11,246]     INFO Processing #68/74
[2022-05-31 16:58:13,721]     INFO Processing #72/74
[2022-05-31 16:58:18,602]     INFO Processing #4/74
[2022-05-31 16:58:19,870]     INFO Processing #8/74
[2022-05-31 16:58:21,488]     INFO Processing #12/74
[2022-05-31 16:58:23,556]     INFO Processing #16/74
[2022-05-31 16:58:25,491]     INFO Processing #20/74
[2022-05-31 16:58:27,019]     INFO Processing #24/74
[2022-05-31 16:58:29,328]     INFO Processing #28/74
[2022-05-31 16:58:30,917]     INFO Processing #32/74
[2022-05-31 16:58:32,566]     INFO Processing #36/74
[2022-05-31 16:58:34,654]     INFO Processing #40/74
[2022-05-31 16:58:36,431]     INFO Processing #44/74
[2022-05-31 16:58:38,366]     INFO Processing #48/74
[2022-05-31 16:58:39,868]     INFO Processing #52/74
[2022-05-31 16:58:41,430]     INFO Processing #56/74
[2022-05-31 16:58:43,667]     INFO Processing #60/74
[2022-05-31 16:58:45,469]     INFO Processing #64/74
[2022-05-31 16:58:47,399]     INFO Processing #68/74
[2022-05-31 16:58:49,381]     INFO Processing #72/74
[2022-05-31 16:58:54,537]     INFO Processing #4/74
[2022-05-31 16:58:56,364]     INFO Processing #8/74
[2022-05-31 16:58:58,017]     INFO Processing #12/74
[2022-05-31 16:59:01,145]     INFO Processing #16/74
[2022-05-31 16:59:04,086]     INFO Processing #20/74
[2022-05-31 16:59:06,106]     INFO Processing #24/74
[2022-05-31 16:59:08,695]     INFO Processing #28/74
[2022-05-31 16:59:10,516]     INFO Processing #32/74
[2022-05-31 16:59:13,152]     INFO Processing #36/74
[2022-05-31 16:59:15,859]     INFO Processing #40/74
[2022-05-31 16:59:17,701]     INFO Processing #44/74
[2022-05-31 16:59:19,592]     INFO Processing #48/74
[2022-05-31 16:59:19,793]     INFO Rotating host
[2022-05-31 16:59:22,322]     INFO Processing #52/74
[2022-05-31 16:59:23,933]     INFO Processing #56/74
[2022-05-31 16:59:26,852]     INFO Processing #60/74
[2022-05-31 16:59:28,815]     INFO Processing #64/74
[2022-05-31 16:59:30,666]     INFO Processing #68/74
[2022-05-31 16:59:33,622]     INFO Processing #72/74
[2022-05-31 16:59:37,473]     INFO Processing #4/74
[2022-05-31 16:59:38,773]     INFO Processing #8/74
[2022-05-31 16:59:39,992]     INFO Processing #12/74
[2022-05-31 16:59:42,614]     INFO Processing #16/74
[2022-05-31 16:59:43,774]     INFO Processing #20/74
[2022-05-31 16:59:45,015]     INFO Processing #24/74
[2022-05-31 16:59:47,171]     INFO Processing #28/74
[2022-05-31 16:59:48,386]     INFO Processing #32/74
[2022-05-31 16:59:49,926]     INFO Processing #36/74
[2022-05-31 16:59:51,972]     INFO Processing #40/74
[2022-05-31 16:59:53,880]     INFO Processing #44/74
[2022-05-31 16:59:55,220]     INFO Processing #48/74
[2022-05-31 16:59:57,377]     INFO Processing #52/74
[2022-05-31 16:59:58,867]     INFO Processing #56/74
[2022-05-31 17:00:00,510]     INFO Processing #60/74
[2022-05-31 17:00:02,685]     INFO Processing #64/74
[2022-05-31 17:00:04,473]     INFO Processing #68/74
[2022-05-31 17:00:06,086]     INFO Processing #72/74
[2022-05-31 17:00:11,305]     INFO Processing #4/74
[2022-05-31 17:00:12,614]     INFO Processing #8/74
[2022-05-31 17:00:14,121]     INFO Processing #12/74
[2022-05-31 17:00:16,305]     INFO Processing #16/74
[2022-05-31 17:00:17,861]     INFO Processing #20/74
[2022-05-31 17:00:20,137]     INFO Processing #24/74
[2022-05-31 17:00:21,281]     INFO Processing #28/74
[2022-05-31 17:00:23,212]     INFO Processing #32/74
[2022-05-31 17:00:24,856]     INFO Processing #36/74
[2022-05-31 17:00:26,522]     INFO Processing #40/74
[2022-05-31 17:00:28,633]     INFO Processing #44/74
[2022-05-31 17:00:30,747]     INFO Processing #48/74
[2022-05-31 17:00:32,291]     INFO Processing #52/74
[2022-05-31 17:00:33,676]     INFO Processing #56/74
[2022-05-31 17:00:35,477]     INFO Processing #60/74
[2022-05-31 17:00:36,752]     INFO Processing #64/74
[2022-05-31 17:00:39,191]     INFO Processing #68/74
[2022-05-31 17:00:40,575]     INFO Processing #72/74
[2022-05-31 17:00:44,807]     INFO Processing #4/74
[2022-05-31 17:00:46,093]     INFO Processing #8/74
[2022-05-31 17:00:47,192]     INFO Processing #12/74
[2022-05-31 17:00:49,322]     INFO Processing #16/74
[2022-05-31 17:00:50,708]     INFO Processing #20/74
[2022-05-31 17:00:51,981]     INFO Processing #24/74
[2022-05-31 17:00:53,783]     INFO Processing #28/74
[2022-05-31 17:00:55,538]     INFO Processing #32/74
[2022-05-31 17:00:56,692]     INFO Processing #36/74
[2022-05-31 17:00:58,305]     INFO Processing #40/74
[2022-05-31 17:00:59,933]     INFO Processing #44/74
[2022-05-31 17:01:01,363]     INFO Processing #48/74
[2022-05-31 17:01:02,583]     INFO Processing #52/74
[2022-05-31 17:01:04,367]     INFO Rotating host
[2022-05-31 17:01:04,542]     INFO Processing #56/74
[2022-05-31 17:01:06,536]     INFO Processing #60/74
[2022-05-31 17:01:08,013]     INFO Processing #64/74
[2022-05-31 17:01:09,544]     INFO Processing #68/74
[2022-05-31 17:01:10,768]     INFO Processing #72/74
[2022-05-31 17:01:15,479]     INFO Processing #4/74
[2022-05-31 17:01:16,615]     INFO Processing #8/74
[2022-05-31 17:01:17,678]     INFO Processing #12/74
[2022-05-31 17:01:19,743]     INFO Processing #16/74
[2022-05-31 17:01:21,253]     INFO Processing #20/74
[2022-05-31 17:01:22,615]     INFO Processing #24/74
[2022-05-31 17:01:24,296]     INFO Processing #28/74
[2022-05-31 17:01:25,571]     INFO Processing #32/74
[2022-05-31 17:01:27,030]     INFO Rotating host
[2022-05-31 17:01:27,201]     INFO Processing #36/74
[2022-05-31 17:01:29,344]     INFO Processing #40/74
[2022-05-31 17:01:30,512]     INFO Rotating host
[2022-05-31 17:01:30,635]     INFO Processing #44/74
[2022-05-31 17:01:31,900]     INFO Rotating host
[2022-05-31 17:01:32,778]     INFO Processing #48/74
[2022-05-31 17:01:34,086]     INFO Rotating host
[2022-05-31 17:01:35,241]     INFO Processing #52/74
[2022-05-31 17:01:36,839]     INFO Processing #56/74
[2022-05-31 17:01:37,513]     INFO Rotating host
[2022-05-31 17:01:38,372]     INFO Rotating host
[2022-05-31 17:01:38,588]     INFO Processing #60/74
[2022-05-31 17:01:40,609]     INFO Processing #64/74
[2022-05-31 17:01:40,685]     INFO Rotating host
[2022-05-31 17:01:40,996]     INFO Rotating host
[2022-05-31 17:01:43,340]     INFO Processing #68/74
[2022-05-31 17:01:43,452]     INFO Rotating host
[2022-05-31 17:01:43,737]     INFO Rotating host
[2022-05-31 17:01:44,896]     INFO Rotating host
[2022-05-31 17:01:46,221]     INFO Processing #72/74
[2022-05-31 16:52:07,254]     ERROR 'BdbQuit' object has no attribute 'msg'
[2022-05-31 16:52:07,265]     ERROR 'MaxRetryError' object has no attribute 'msg'
[2022-05-31 16:52:07,289]     INFO Processing #2/30
[2022-05-31 16:52:07,294]     ERROR 'MaxRetryError' object has no attribute 'msg'
[2022-05-31 16:52:07,305]     ERROR 'MaxRetryError' object has no attribute 'msg'
[2022-05-31 16:52:07,313]     INFO Processing #4/30
[2022-05-31 16:52:07,317]     ERROR 'MaxRetryError' object has no attribute 'msg'
[2022-05-31 16:52:07,325]     ERROR 'MaxRetryError' object has no attribute 'msg'
[2022-05-31 16:52:07,333]     INFO Processing #6/30
[2022-05-31 16:52:07,338]     ERROR 'MaxRetryError' object has no attribute 'msg'
[2022-05-31 16:52:07,364]     ERROR 'MaxRetryError' object has no attribute 'msg'
[2022-05-31 16:52:07,365]     INFO Processing #8/30
[2022-05-31 16:52:07,368]     ERROR 'MaxRetryError' object has no attribute 'msg'
[2022-05-31 16:52:07,374]     ERROR 'MaxRetryError' object has no attribute 'msg'
[2022-05-31 16:52:07,377]     INFO Processing #10/30
[2022-05-31 16:52:07,381]     ERROR 'MaxRetryError' object has no attribute 'msg'
[2022-05-31 16:52:07,402]     ERROR 'MaxRetryError' object has no attribute 'msg'
[2022-05-31 16:52:07,403]     INFO Processing #12/30
[2022-05-31 16:52:07,436]     ERROR 'MaxRetryError' object has no attribute 'msg'
[2022-05-31 16:52:07,458]     ERROR 'MaxRetryError' object has no attribute 'msg'
[2022-05-31 16:52:07,465]     INFO Processing #14/30
[2022-05-31 16:52:07,476]     ERROR 'MaxRetryError' object has no attribute 'msg'
[2022-05-31 16:52:07,492]     ERROR 'MaxRetryError' object has no attribute 'msg'
[2022-05-31 16:52:07,496]     INFO Processing #16/30
[2022-05-31 16:52:07,507]     ERROR 'MaxRetryError' object has no attribute 'msg'
[2022-05-31 16:52:07,510]     ERROR 'MaxRetryError' object has no attribute 'msg'
[2022-05-31 16:52:07,516]     INFO Processing #18/30
[2022-05-31 16:52:07,518]     ERROR 'MaxRetryError' object has no attribute 'msg'
[2022-05-31 16:52:07,533]     ERROR 'MaxRetryError' object has no attribute 'msg'
[2022-05-31 16:52:07,537]     INFO Processing #20/30
[2022-05-31 16:52:07,539]     ERROR 'MaxRetryError' object has no attribute 'msg'
[2022-05-31 16:52:07,544]     ERROR 'MaxRetryError' object has no attribute 'msg'
[2022-05-31 16:52:07,557]     INFO Processing #22/30
[2022-05-31 16:52:07,560]     ERROR 'MaxRetryError' object has no attribute 'msg'
[2022-05-31 16:52:07,588]     ERROR 'MaxRetryError' object has no attribute 'msg'
[2022-05-31 16:52:07,602]     INFO Processing #24/30
[2022-05-31 16:52:07,610]     ERROR 'MaxRetryError' object has no attribute 'msg'
[2022-05-31 16:52:07,623]     ERROR 'MaxRetryError' object has no attribute 'msg'
[2022-05-31 16:52:07,632]     INFO Processing #26/30
[2022-05-31 16:52:07,635]     ERROR 'MaxRetryError' object has no attribute 'msg'
[2022-05-31 16:52:07,642]     ERROR 'MaxRetryError' object has no attribute 'msg'
[2022-05-31 16:52:07,648]     INFO Processing #28/30
[2022-05-31 16:52:07,650]     ERROR 'MaxRetryError' object has no attribute 'msg'
[2022-05-31 16:52:07,656]     ERROR 'MaxRetryError' object has no attribute 'msg'
[2022-05-31 16:52:07,661]     INFO Processing #30/30
[2022-05-31 16:52:49,397]     INFO Processing #2/30
[2022-05-31 16:52:55,848]     INFO Processing #4/30
[2022-05-31 16:53:04,205]     INFO Processing #6/30
[2022-05-31 16:53:12,388]     INFO Processing #8/30
[2022-05-31 16:53:21,047]     INFO Processing #10/30
[2022-05-31 16:53:30,685]     INFO Processing #12/30
[2022-05-31 16:53:40,699]     INFO Processing #14/30
[2022-05-31 16:53:51,224]     INFO Processing #16/30
[2022-05-31 16:54:03,817]     INFO Processing #18/30
[2022-05-31 16:54:15,443]     INFO Processing #20/30
[2022-05-31 16:54:28,487]     INFO Processing #22/30
[2022-05-31 16:54:41,931]     INFO Processing #24/30
[2022-05-31 16:54:55,655]     INFO Processing #26/30
[2022-05-31 16:55:10,771]     INFO Processing #28/30
[2022-05-31 16:55:28,862]     INFO Processing #30/30
[2022-06-01 10:02:04,267]     INFO oops
Traceback (most recent call last):
  File "test.py", line 52, in <module>
    print(f'Did it {url_data.values["abstract_description"][:50]}')
TypeError: 'builtin_function_or_method' object is not subscriptable
[2022-06-01 10:02:48,784]     INFO Request failed. Rotating host
[2022-06-01 10:02:52,189]     INFO oops
KeyError: 'abstract_description'
[2022-06-01 10:08:33,025]     INFO oops
KeyError: 'abstract_description'
[2022-06-01 10:10:41,318]     ERROR Detected a Cloudflare version 2 challenge, This feature is not available in the opensource (free) version.
[2022-06-01 10:10:42,445]     ERROR Detected a Cloudflare version 2 challenge, This feature is not available in the opensource (free) version.
[2022-06-01 10:29:35,680]     INFO Detected a Cloudflare version 2 challenge, This feature is not available in the opensource (free) version. raised and ignored while processing item
[2022-06-01 10:37:23,451]     INFO 
Traceback (most recent call last):
  File "/home/gravy/Dropbox/code/syllabus/tsutils/test.py", line 53, in <module>
    rqstr_sess.sources[0]._scraper._host = driver_sess.sources[0]._scraper._chrome.host
AttributeError: 'bool' object has no attribute '_host'
[2022-06-01 10:39:20,186]     INFO 
Traceback (most recent call last):
  File "/home/gravy/Dropbox/code/syllabus/tsutils/test.py", line 55, in <module>
    out.append(url_data)
  File "/home/gravy/Dropbox/code/syllabus/tsutils/test.py", line 55, in <module>
    out.append(url_data)
  File "/usr/local/lib/python3.8/bdb.py", line 88, in trace_dispatch
    return self.dispatch_line(frame)
  File "/usr/local/lib/python3.8/bdb.py", line 113, in dispatch_line
    if self.quitting: raise BdbQuit
bdb.BdbQuit
[2022-06-01 12:33:52,463]     ERROR No further results available - stopping execution
[2022-06-01 12:34:02,119]     ERROR No further results available - stopping execution
[2022-06-01 12:34:09,088]     INFO Processing #4/19
